file_name,FastFMC_D0_number_of_nodes,FastFMC_D0_number_of_edges,FastFMC_D_number_of_nodes,FastFMC_D_number_of_edges,alt1_D0_number_of_nodes,alt1_D0_number_of_edges,alt2_D_number_of_nodes,alt2_D_number_of_edges
ring_4_p_t5,12827,119711,12920,116877,24644,154749,12034,143110
ring_4_p_t6,19963,204148,20114,200380,36484,256958,18782,240850
ring_4_p_t7,30275,320800,30544,308556,49773,393615,28542,375419
ring_4_p_t8,42589,522498,43165,504798,74234,617304,40291,589762
ring_4_p_t9,87867,1065191,89089,1022878,172279,1271413,83408,1197726
ring_5_p_t1,470,868,470,868,528,928,469,869
ring_5_p_t10,414700,5750469,418876,5577143,721514,6948957,390922,6687691
ring_5_p_t2,981,2685,981,2685,1110,2898,980,2768
ring_5_p_t3,2457,9777,2457,9777,3079,10579,2433,9933
ring_5_p_t4,4721,31997,4741,32324,8337,40840,4439,37364
ring_5_p_t5,33019,354004,33260,345823,63127,510166,30568,480058
ring_5_p_t6,64285,843396,64698,835622,112770,1124245,58428,1076090
ring_5_p_t7,111525,1579031,112693,1494914,177389,2129787,102293,2067127
ring_5_p_t8,172264,2539411,174027,2450919,352813,3144219,160258,2973241
ring_5_p_t9,227058,3310125,229530,3139292,404969,4077277,212389,3916052
s1196.bench,17040,294529,17154,286849,32533,356333,15926,341951
s1238.bench,20379,352389,20492,344319,38260,418728,19154,401810
s1423.bench,32203,284171,32187,284935,76490,418971,30561,373084
s1488.bench,4909,47463,4909,47542,6005,49533,4840,48385
s1494.bench,4593,43585,4598,43597,5803,45585,4540,44339
s400.bench,1011,4659,1011,4659,1220,4958,1006,4744
s420.1.bench,918,3697,926,3789,1203,4126,922,3929
s444.bench,1231,7176,1231,7176,1441,7492,1214,7265
s510.bench,949,5270,960,5390,1227,5594,953,5425
s526.bench,2514,16404,2514,16404,4173,20081,2448,18356
s526n.bench,2495,16339,2495,16339,4183,20030,2432,18279
s641.bench,7772,85966,7906,81133,19853,124168,7360,114631
s713.bench,6086,60748,6182,58667,12645,78535,5908,72779
s820.bench,2455,17779,2457,17786,3937,19379,2442,17939
s832.bench,2545,17673,2554,17622,3915,19177,2525,17845
s838.1.bench,1978,9639,1995,9990,2687,10848,1990,10373
s953.bench,7109,86239,7130,85549,12341,101481,6822,96123
sa1100mm,23698,151520,24583,174364,75074,509702,22928,522307
safe_safe_10_p_t1,163,330,174,422,172,395,171,489
safe_safe_10_p_t10,1342,3086,1444,3669,1550,3710,1434,4245
safe_safe_10_p_t2,295,582,316,710,326,689,315,817
safe_safe_10_p_t3,429,957,460,1182,489,1151,456,1351
safe_safe_10_p_t4,544,1121,586,1362,610,1355,579,1591
safe_safe_10_p_t5,690,1484,741,1786,776,1774,735,2064
safe_safe_10_p_t6,805,1777,866,2139,927,2127,861,2458
safe_safe_10_p_t7,934,2087,1005,2505,1081,2522,996,2896
safe_safe_10_p_t8,1032,2301,1114,2770,1198,2787,1107,3219
safe_safe_10_p_t9,1204,2769,1295,3303,1402,3335,1287,3807
safe_safe_2_p_t1,85,140,92,170,86,145,90,176
safe_safe_2_p_t10,684,1410,735,1637,787,1587,729,1725
safe_safe_2_p_t2,150,255,161,306,166,279,160,317
safe_safe_2_p_t3,217,386,233,458,237,424,230,481
safe_safe_2_p_t4,278,500,299,595,310,560,294,626
safe_safe_2_p_t5,350,671,376,788,395,746,373,825
safe_safe_2_p_t6,412,807,443,947,472,899,440,988
safe_safe_2_p_t7,477,941,513,1102,549,1065,507,1162
safe_safe_2_p_t8,525,1037,566,1220,608,1172,562,1284
safe_safe_2_p_t9,614,1266,660,1471,711,1421,656,1543
safe_safe_30_p_t1,477,1449,509,1883,502,2375,501,3109
safe_safe_30_p_t10,3965,11172,4266,13914,4592,17435,4245,22059
safe_safe_30_p_t2,876,2247,937,2823,966,3579,935,4567
safe_safe_30_p_t3,1282,3979,1374,5252,1463,6450,1351,8391
safe_safe_30_p_t4,1613,4210,1735,5323,1810,6785,1719,8701
safe_safe_30_p_t5,2024,6336,2176,8018,2343,10141,2147,13026
safe_safe_30_p_t6,2381,6568,2563,8231,2747,10297,2551,13100
safe_safe_30_p_t7,2764,7670,2975,9607,3210,12088,2961,15329
safe_safe_30_p_t8,3059,8508,3301,10701,3558,13497,3287,17209
safe_safe_30_p_t9,3465,9821,3736,12301,4073,15471,3718,19593
safe_safe_5_p_t1,85,140,92,170,86,145,90,176
safe_safe_5_p_t10,684,1410,735,1637,787,1587,729,1725
safe_safe_5_p_t2,150,255,161,306,166,279,160,317
safe_safe_5_p_t3,217,386,233,458,237,424,230,481
safe_safe_5_p_t4,278,500,299,595,310,560,294,626
safe_safe_5_p_t5,350,671,376,788,395,746,373,825
safe_safe_5_p_t6,412,807,443,947,472,899,440,988
safe_safe_5_p_t7,477,941,513,1102,549,1065,507,1162
safe_safe_5_p_t8,525,1037,566,1220,608,1172,562,1284
safe_safe_5_p_t9,614,1266,660,1471,711,1421,656,1543
sam7ex256,38114,236417,39599,248629,125582,686460,36661,687050
sat-grid-pbl-0010,1127,2216,1226,2499,1592,2795,1214,2565
sat-grid-pbl-0015,6436,13562,6619,14131,9011,16768,6530,14735
sat-grid-pbl-0020,161715,371703,162431,375257,240766,480385,159374,408158
sat-grid-pbl-0025,1566485,3661498,1572911,3721366,2392489,4814184,1543458,4100695
sat-grid-pbl-0030,6134201,13146919,6145038,13056060,--,--,6065769,13880550
se7751,32788,213790,34135,212810,110601,677641,31384,660396
se77x9,34989,232449,36338,212935,104864,528588,33611,512539
sh4_202_md,31176,182672,32354,181360,93977,421682,29929,410145
sh7708,45525,311789,46869,285088,161537,1039235,43087,1015925
skmb91302,21734,134745,22827,130172,63746,273596,21310,264320
sleb,23116,137866,24208,135276,71498,324425,22354,313140
smdk2410,37223,225056,38333,218044,121968,783456,35293,764321
snds,37458,202239,38759,196232,114527,686838,35841,669645
sort_num_s_3_p_t1,212,460,214,467,270,524,213,472
sort_num_s_3_p_t10,6479,74150,6532,75194,11931,94920,6429,77210
sort_num_s_3_p_t2,945,4774,958,4816,1155,5056,943,4909
sort_num_s_3_p_t3,1457,7938,1471,8026,2010,9451,1444,8181
sort_num_s_3_p_t4,1774,12029,1796,12226,2346,12911,1764,12480
sort_num_s_3_p_t5,2463,17444,2493,17610,3435,19633,2442,18233
sort_num_s_3_p_t6,3333,29780,3348,30336,4586,31791,3302,30944
sort_num_s_3_p_t7,4137,37345,4167,37787,6551,46437,4087,38963
sort_num_s_3_p_t8,4525,46194,4581,46703,6842,49935,4488,48294
sort_num_s_3_p_t9,5307,55586,5362,56278,8242,60664,5232,58448
sort_num_s_4_p_t1,541,1221,541,1221,714,1502,539,1293
sort_num_s_4_p_t10,1881998,48701296,1882513,48716569,2665363,52197051,1787547,51329569
sort_num_s_4_p_t2,70767,778902,70784,779185,74835,887861,66070,879265
sort_num_s_4_p_t3,113263,1159682,113263,1160794,144450,1397928,105756,1359437
sort_num_s_4_p_t4,186486,2992403,186529,2994316,210041,3207239,178524,3170916
sort_num_s_4_p_t5,294297,4707459,294418,4703480,379028,5295688,280595,4983953
sort_num_s_4_p_t6,586658,11153701,586955,11149060,705530,11782305,563257,11643684
sort_num_s_4_p_t7,937641,17149432,937669,17154846,1227007,18824560,895886,17926987
sort_num_s_4_p_t8,975509,22414169,975835,22415831,1304372,24060079,931658,23693834
sort_num_s_4_p_t9,1703008,40361181,1703203,40355122,2425937,44076942,1619453,42555865
sort_num_s_5_p_t1,1219,3193,1219,3193,1634,3940,1216,3494
sort_num_s_5_p_t2,28178763,446168352,28178530,446170143,--,--,--,--
sort_num_s_6_p_t1,2312,6425,2312,6425,3142,8650,2308,7816
sort_num_s_7_p_t1,3948,12546,3948,12546,362637,3770728,3938,15635
sparc_erc32,22419,129323,23344,131323,75747,552689,21657,545937
sparc_leon,22440,130137,23387,127907,75772,552860,21655,546137
sparclite_sim,22437,127347,23353,128254,75716,552441,21657,545741
ssa7552-038,4227,16325,4353,16591,5558,18132,4337,17113
ssa7552-158,3220,8597,3288,8791,3656,9093,3286,8849
ssa7552-159,3587,12102,3655,12296,4265,12916,3652,12429
ssa7552-160,3658,12168,3728,12372,4405,13129,3722,12580
stb,34871,224282,36098,227142,108585,533483,33213,517429
stdeval1,37592,216542,38868,203117,114961,496323,35625,465984
stm3210e_eval,43202,260808,44374,250797,144739,730265,40759,693239
sum.32,6264,27001,6264,27001,2589374,11389575,6178,28092
tire-1,1296,6304,1341,6247,1864,7243,1312,6745
tire-2,1137,3545,1184,3618,1414,4022,1173,3833
tire-3,2720,18594,2802,18955,4661,21549,2751,19888
tire-4,2925,18978,3003,18734,4308,22541,2907,21257
toybox,912,993,912,993,975,1056,912,993
toybox_0_7_5,855,870,959,1027,910,925,959,1027
ts1000,36270,215946,37446,206854,107607,584591,34457,579160
ts6,36743,220363,37988,221950,113965,522472,34975,503982
tx39_sim,16297,115195,17245,114742,52774,373664,16027,368951
uClibc,1162,3054,1276,3247,1402,3560,1264,3507
uClibc-ng_1_0_29,1152,4573,1298,4957,1695,6839,1269,6707
uClinux,3366,3365,3366,3365,3672,3671,3366,3365
uClinux-base,1339,3141,1339,3141,1370,4720,1334,4684
uClinux-config,21773,31520,21781,31533,24633,34380,21781,31533
uClinux-distribution,3482,4410,5345,7368,3938,4866,5345,7368
uE250,31341,188939,32374,203916,101001,751286,29955,742070
uf250-01,251391,1146484,255171,1254831,471129,1456702,247516,1356350
uf250-010,1009,3739,1148,4278,1838,5618,1135,5325
uf250-0100,1732,7626,1876,8318,3179,10075,1849,9404
uf250-011,295,304,314,335,352,361,314,335
uf250-012,9357,36322,9677,40820,18414,47985,9474,43546
uf250-013,569,1280,649,1527,808,1837,648,1844
uf250-014,2095,10940,2280,12317,4319,17186,2238,15543
uf250-015,5713,29278,6119,32366,10361,38626,6001,37556
uf250-016,34576,147745,35388,165767,66073,187672,34605,175565
uf250-017,688,1489,790,1795,1026,2129,787,2104
uf250-018,1421,4243,1518,4832,2113,5135,1503,5075
uf250-019,978898,3958093,992896,4266873,1777708,5008240,958249,4590183
uf250-02,448,1228,489,1397,644,1822,487,1743
uf250-020,3421,13410,3553,15093,6677,19822,3453,18604
uf250-021,1196712,4683166,1213246,5008352,2098539,5959131,1167404,5495096
uf250-022,298,468,328,514,381,551,328,514
uf250-023,791,3087,916,3716,1370,4829,906,4663
uf250-024,313,506,348,569,396,589,348,569
uf250-025,19623,86226,20288,95249,37908,110572,19841,102115
uf250-026,338,412,374,492,401,475,374,492
uf250-027,1594,5875,1712,6625,2764,7519,1692,7109
uf250-028,493,1221,580,1411,748,1650,579,1584
uf250-029,291,292,301,309,361,370,301,309
uf250-03,722,2349,821,2803,1137,3520,815,3543
uf250-030,2526,10792,2727,12496,4347,13378,2698,13274
uf250-031,651,2165,736,2385,1110,2932,733,2690
uf250-032,478,1259,527,1435,857,2360,524,2162
uf250-033,12404,54896,12927,61365,20935,66523,12671,64608
uf250-034,310,527,330,570,385,602,330,570
uf250-035,30198,149056,31117,166171,56926,189935,30438,180027
uf250-036,337,592,373,668,478,733,373,668
uf250-037,125130,635690,127322,697723,245456,819253,123873,761155
uf250-038,419,822,476,948,638,1524,475,1197
uf250-039,12353,52274,12826,59671,24184,67098,12595,62983
uf250-04,1757258,6974007,1780860,7607249,3183096,8918701,1715291,8267052
uf250-040,1519,4874,1635,5503,2452,6855,1621,6529
uf250-041,777,2722,881,3110,1311,3767,877,3422
uf250-042,5233,22833,5586,25073,8976,28794,5512,27576
uf250-043,307,326,339,379,366,385,339,379
uf250-044,10331,49303,10870,55957,19853,62753,10666,59836
uf250-045,375,650,424,747,548,1197,423,1120
uf250-046,719,2332,826,2611,1241,3415,819,3196
uf250-047,2350,9362,2590,10766,4556,13064,2551,12219
uf250-048,2135,8931,2312,10209,3214,10957,2284,11190
uf250-049,132234,587286,134502,642777,252298,772253,130333,714534
uf250-05,494,791,563,937,662,959,563,937
uf250-050,860,2445,975,3138,1508,4428,968,4164
uf250-051,514,979,586,1154,711,1376,586,1154
uf250-052,519,1458,589,1649,835,1952,588,1824
uf250-053,1142,3754,1264,4306,1912,4902,1257,4693
uf250-054,272,272,275,277,329,329,275,277
uf250-055,2636,13694,2921,15435,4754,17845,2881,17339
uf250-056,1096,4826,1251,5129,1955,6932,1236,6735
uf250-057,745,2164,873,2551,1143,2960,867,2965
uf250-058,773,3840,879,4492,1392,5589,868,5347
uf250-059,838,2352,946,2802,1522,3598,942,3208
uf250-06,8311,41485,8760,46351,16442,54417,8610,51092
uf250-060,779,2746,862,3085,1263,4030,858,3885
uf250-061,9663,38353,10004,42055,19744,52640,9723,46949
uf250-062,373,796,420,928,507,952,419,929
uf250-063,2421,15241,2609,16730,5131,23807,2534,22422
uf250-064,14745,69646,15291,77895,27329,88958,15011,84546
uf250-065,865,3634,994,4090,1529,6237,981,5978
uf250-066,18258,77652,18806,85756,34423,99451,18363,91695
uf250-067,442,1162,500,1347,662,1382,499,1348
uf250-068,6312,35887,6707,39681,12284,47675,6573,45871
uf250-069,1861,9207,2046,10272,3194,11830,2009,11663
uf250-07,348,608,391,692,464,724,390,699
uf250-070,1208,4134,1345,4740,2059,5379,1325,5160
uf250-071,284,284,305,315,363,363,305,315
uf250-072,319,584,351,648,442,707,351,648
uf250-073,23712,134981,24434,148047,49379,179770,23775,167610
uf250-074,59127,245673,60140,268816,107460,305860,58617,283282
uf250-075,1602,7409,1799,8415,3118,10476,1777,9976
uf250-076,349,800,384,867,510,961,384,867
uf250-077,1360,4543,1477,5251,2270,6269,1463,6049
uf250-078,2854,13911,3090,15476,5533,18827,3029,18046
uf250-079,3446,16357,3704,17902,6355,22683,3630,21655
uf250-08,5779,32449,6129,35848,11605,49192,6009,43489
uf250-080,484,812,559,983,659,987,559,983
uf250-081,10441,51203,10904,56632,20411,67286,10671,62965
uf250-082,923,3173,1039,3593,1580,6128,1023,5893
uf250-083,3076,18294,3338,20035,6486,27380,3268,25691
uf250-084,5595,22586,5902,25623,10212,31278,5799,27749
uf250-085,11158,51734,11572,57869,22876,69747,11339,63914
uf250-086,343,799,387,894,486,942,387,894
uf250-087,769,2218,877,2596,1117,2808,873,2864
uf250-088,2661,12251,2892,13762,4916,16112,2855,15373
uf250-089,40762,156290,41703,174058,85945,208214,40643,184316
uf250-09,578,1411,663,1617,868,1879,661,1799
uf250-090,2011,8670,2159,9767,3430,11486,2130,11221
uf250-091,174527,748921,177464,816555,308352,935239,172472,874174
uf250-092,1034,3050,1155,3518,1681,4057,1153,3868
uf250-093,327,401,364,476,430,520,362,492
uf250-094,416,833,481,956,585,1002,481,956
uf250-095,104680,430953,106778,475893,199568,603715,103658,515556
uf250-096,730,3476,827,3881,1371,5122,817,4904
uf250-097,605,1272,697,1507,896,1565,696,1514
uf250-098,8310,30002,8656,34253,14712,38523,8481,36638
uf250-099,813,3436,894,3764,1398,6659,873,6474
uts_k1_p_t1,115,168,123,193,158,238,123,193
uts_k1_p_t10,5803,50480,5918,52455,12535,62427,5635,57944
uts_k1_p_t2,459,1712,481,1699,677,2343,454,2164
uts_k1_p_t3,685,2726,718,2708,1109,3904,686,3453
uts_k1_p_t4,1228,6827,1274,7088,2118,8676,1225,8140
uts_k1_p_t5,1637,8719,1681,9275,2957,11457,1621,10592
uts_k1_p_t6,2223,15228,2290,15805,4410,20996,2177,17480
uts_k1_p_t7,2859,19076,2925,19928,5502,23609,2805,21591
uts_k1_p_t8,3906,30837,3999,32581,7859,38460,3832,35977
uts_k1_p_t9,4762,34560,4866,36100,9141,44439,4654,41802
uts_k2_p_t1,770,2286,819,2501,1294,3098,818,2502
uts_k2_p_t10,6562324,72678718,6615123,72493969,16070483,104362079,6132186,91906221
uts_k2_p_t2,19370,126318,19645,121253,27348,263179,17996,224527
uts_k2_p_t3,51138,285298,51583,292523,165004,1034729,47947,565775
uts_k2_p_t4,151702,1444329,153655,1419153,287413,2262553,142802,2201086
uts_k2_p_t5,368028,3882348,371086,3958445,701936,5709987,339512,5607081
uts_k2_p_t6,786691,10499995,794622,10364837,1969308,13978381,749980,12718796
uts_k2_p_t7,1524428,18499012,1537257,18446198,3236837,23609181,1421477,22494802
uts_k2_p_t8,1934065,24601632,1945134,24914700,4243962,31412349,1813744,29855553
uts_k2_p_t9,3281716,37203312,3304188,37257906,6789818,52203272,3022405,49910627
uts_k3_p_t1,6627,25871,6721,28496,13218,37591,6549,30100
uts_k3_p_t2,981912,9228451,986863,9212155,1364885,16764157,913706,16816685
uts_k3_p_t3,4451194,29727315,4482542,30045196,20454269,120424939,4188683,60556208
uts_k3_p_t4,17964137,177935378,18070136,176781272,--,--,17030236,287606404
uts_k4_p_t1,75317,336354,75755,382634,182007,549693,73538,423148
uts_k5_p_t1,1160808,5404766,1166633,6433434,2541596,8183747,1126496,7435176
vads,36863,221228,38089,224809,113928,525198,35119,505541
viper,45644,278995,47154,268704,132131,908437,43481,883434
vrc4373,30381,204810,31476,194326,101452,689476,28985,679185
vrc4375,38708,317704,40176,275831,125758,879768,36943,856294
wff.3.150.525,90696788,369179684,--,--,--,--,--,--
wff.3.75.315,116,153,130,174,152,189,130,174
